Occupation Probability	Resistance
0.55	0.0
0.5545444444444445	0.0
0.559088888888889	0.0
0.5636333333333334	0.0
0.5681777777777778	185.0
0.5727222222222222	209.0
0.5772666666666667	277.0
0.5818111111111112	215.6
0.5863555555555556	175.24294561602642
0.5909	206.71428571428572
0.5954444444444444	186.27999210734018
0.5999888888888889	189.11338720103427
0.6045333333333334	171.65069504632373
0.6090777777777778	150.50466643946484
0.6136222222222223	135.59356024542703
0.6181666666666668	125.29669689508502
0.6227111111111111	108.85227819538481
0.6272555555555556	109.26624366851274
0.6318	80.01621900304471
0.6363444444444445	74.57627444743146
0.640888888888889	70.47167473082442
0.6454333333333333	63.47524173165212
0.6499777777777778	62.27856759292496
0.6545222222222222	64.35512594299949
0.6590666666666667	58.156769057318705
0.6636111111111112	56.42727965550395
0.6681555555555556	53.92145473945333
0.6727000000000001	51.79979557795963
0.6772444444444445	52.010954602193586
0.6817888888888889	51.60786884439128
0.6863333333333334	51.71768472872953
0.6908777777777778	49.40372195236163
0.6954222222222223	49.499978756776166
0.6999666666666666	48.386835474238325
0.7045111111111111	48.324550437945
0.7090555555555556	47.26593802039549
0.7136	47.2677877411181
0.7181444444444445	46.242329468794566
0.7226888888888889	45.72415563312275
0.7272333333333334	46.501166837156305
0.7317777777777779	45.93258515617574
0.7363222222222222	45.100385645033924
0.7408666666666667	45.12280890785356
0.7454111111111111	44.287301330286226
0.7499555555555556	43.76961603300857
0.7545	44.13999405327626
0.7590444444444444	43.14140685567943
0.7635888888888889	43.0508655053696
0.7681333333333333	42.76167310639458
0.7726777777777778	42.345645679303864
0.7772222222222223	41.773513278037605
0.7817666666666667	42.03860590006869
0.7863111111111112	41.57618577564125
0.7908555555555555	41.40081898163372
0.7954	41.0042257027486
0.7999444444444445	40.97278068288698
0.8044888888888889	40.77292779155104
0.8090333333333333	40.51448526641353
0.8135777777777777	40.205649909810944
0.8181222222222222	40.307903655502706
0.8226666666666667	39.889791438840874
0.8272111111111111	39.862104785380005
0.8317555555555556	39.689163217622216
0.8363	39.19339763147784
0.8408444444444445	38.969899672429754
0.845388888888889	39.16392789644598
0.8499333333333333	38.781547513836145
0.8544777777777778	38.60050396425562
0.8590222222222222	38.50192426601279
0.8635666666666666	38.347546599700564
0.8681111111111111	38.01015364316598
0.8726555555555555	37.96329651482749
0.8772	38.01015212026549
0.8817444444444444	37.43213915367949
0.8862888888888889	37.28721095859429
0.8908333333333334	37.11943190662023
0.8953777777777778	37.06938856468031
0.8999222222222223	36.79234048023457
0.9044666666666666	36.74087410271264
0.9090111111111111	36.38158795341333
0.9135555555555556	36.64201055485818
0.9180999999999999	36.2586567195409
0.9226444444444444	36.33701363352618
0.9271888888888888	35.92923227769139
0.9317333333333333	35.76026631289618
0.9362777777777778	35.86948836131235
0.9408222222222222	35.439973825510314
0.9453666666666667	35.491448425908416
0.9499111111111112	35.15126669293888
0.9544555555555556	35.29656005871173
0.959	35.02187331973396
0.9635444444444444	34.93236031351891
0.9680888888888889	34.696887961876065
0.9726333333333332	34.63195186795982
0.9771777777777777	34.46041715390498
0.9817222222222222	34.138573878728415
0.9862666666666666	34.156454233116314
0.9908111111111111	33.987049060280725
0.9953555555555555	33.73204144357581
0.9999	33.441471571906355
