Number of Paths	Resistance	Occupation Probability
0.0	0.0	0.5
0.0	0.0	0.5544444444444444
1.5	141.39825917471987	0.6088888888888889
3.8	47.517668103481	0.6633333333333333
8.8	19.025355062444028	0.7177777777777777
14.4	11.040087850774688	0.7722222222222221
19.8	7.7081211432987615	0.8266666666666667
25.0	5.765121212128472	0.8811111111111111
25.0	5.171062146097739	0.9355555555555555
25.0	4.656211852980883	0.99
